SCHOOL_YEAR,DISTRICT_ID,DISTRICT_NAME,SCHOOL_ID,SCHOOL_NAME,GRADES_SERVED,SAFE_SCHOOL,AVERAGE_DAILY_MEMBERSHIP,TOTAL,FEMALE,FEMALE_PCT,MALE,MALE_PCT,ECONOMICALLY_DISADVANTAGED,ECONOMICALLY_DISADVANTAGED_PCT,LIMITED_ENGLISH_PROFICIENT,LIMITED_ENGLISH_PROFICIENT_PCT,STUDENTS_WITH_DISABILITIES,STUDENTS_WITH_DISABILITIES_PCT,AFRICAN_AMERICAN,AFRICAN_AMERICAN_PCT,ASIAN,ASIAN_PCT,HAWAIIAN_PACISLD,HAWAIIAN_PACISLD_PCT,HISPANIC,HISPANIC_PCT,NATIVE_AMERICAN,NATIVE_AMERICAN_PCT,WHITE,WHITE_PCT,AFRICAN_AMERICAN_FEMALE,AFRICAN_AMERICAN_MALE,ASIAN_FEMALE,ASIAN_MALE,HAWAIIAN_PACISLD_FEMALE,HAWAIIAN_PACISLD_MALE,HISPANIC_FEMALE,HISPANIC_MALE,NATIVE_AMERICAN_FEMALE,NATIVE_AMERICAN_MALE,WHITE_FEMALE,WHITE_MALE
2018-19,630,Clarksville-Montgomery County School System,100,West Creek High,Grades 9-12,SAFE SCHOOL,1427,1434,700,48.8,734,51.2,278,19.4,47,3.3,162,11.3,601,41.9,36,2.5,27,1.9,259,18.1,8,0.6,503,35.1,295,306,22,14,13,14,137,122,4,4,229,274
2018-19,630,Clarksville-Montgomery County School System,84,West Creek Middle,Grades 6-8,SAFE SCHOOL,1323,1325,593,44.8,732,55.2,309,23.3,29,2.2,159,12,525,39.6,51,3.8,27,2,265,20,14,1.1,443,33.4,228,297,31,20,12,15,108,157,9,5,205,238
2018-19,630,Clarksville-Montgomery County School System,85,Woodlawn Elementary,Grades PK-5,SAFE SCHOOL,739,748,333,44.5,415,55.5,200,26.7,2,0.3,108,14.4,96,12.8,10,1.3,6,0.8,73,9.8,8,1.1,555,74.2,42,54,6,4,2,4,28,45,4,4,251,304
2018-19,140,Clay County Schools,5,Celina K-8,Grades PK-8,SAFE SCHOOL,561,567,260,45.9,307,54.1,231,40.7,0,0,81,14.3,20,3.5,0,0,0,0,10,1.8,6,1.1,531,93.7,9,11,0,0,0,0,3,7,3,3,245,286
2018-19,140,Clay County Schools,12,Clay County High School,Grades 9-12,SAFE SCHOOL,308,317,166,52.4,151,47.6,105,33.1,0,0,51,16.1,6,1.9,0,0,0,0,6,1.9,2,0.6,303,95.6,3,3,0,0,0,0,5,1,2,0,156,147
2018-19,140,Clay County Schools,20,Hermitage Springs Elementary School,Grades PK-8,SAFE SCHOOL,196,199,99,49.7,100,50.3,81,40.7,3,1.5,23,11.6,5,2.5,0,0,0,0,10,5,0,0,184,92.5,1,4,0,0,0,0,7,3,0,0,91,93
2018-19,61,Cleveland City Schools,10,Arnold Memorial Elementary,Grades PK-5,SAFE SCHOOL,353,361,174,48.2,187,51.8,202,56,49,13.6,50,13.9,90,24.9,9,2.5,6,1.7,99,27.4,1,0.3,156,43.2,39,51,5,4,3,3,48,51,1,0,78,78
2018-19,61,Cleveland City Schools,12,Blythe-Bower Elementary,Grades PK-5,SAFE SCHOOL,535,539,265,49.2,274,50.8,300,55.7,67,12.4,109,20.2,95,17.6,0,0,7,1.3,146,27.1,10,1.9,281,52.1,54,41,0,0,2,5,81,65,5,5,123,158
2018-19,61,Cleveland City Schools,20,Cleveland High,Grades 9-12,SAFE SCHOOL,1667,1703,801,47,902,53,648,38.1,86,5,211,12.4,235,13.8,40,2.3,12,0.7,359,21.1,14,0.8,1043,61.2,116,119,19,21,7,5,176,183,7,7,476,567
2018-19,61,Cleveland City Schools,18,Cleveland Middle,Grades 6-8,SAFE SCHOOL,1365,1372,652,47.5,720,52.5,540,39.4,90,6.6,185,13.5,205,14.9,39,2.8,17,1.2,323,23.5,7,0.5,781,56.9,105,100,17,22,7,10,156,167,2,5,365,416
2018-19,61,Cleveland City Schools,21,D.P. Yates Primary,Grades PK-2,SAFE SCHOOL,323,321,154,48,167,52,104,32.4,59,18.4,40,12.5,41,12.8,13,4,0,0,92,28.7,2,0.6,173,53.9,17,24,8,5,0,0,41,51,1,1,87,86
2018-19,61,Cleveland City Schools,22,E.L. Ross Elementary,Grades 3-5,SAFE SCHOOL,364,366,167,45.6,199,54.4,106,29,31,8.5,56,15.3,50,13.7,23,6.3,0,0,76,20.8,1,0.3,216,59,24,26,6,17,0,0,26,50,1,0,110,106
2018-19,61,Cleveland City Schools,25,G.R. Stuart Elementary,Grades PK-5,SAFE SCHOOL,347,355,147,41.4,208,58.6,131,36.9,56,15.8,76,21.4,40,11.3,9,2.5,1,0.3,113,31.8,2,0.6,190,53.5,19,21,7,2,0,1,44,69,0,2,77,113
2018-19,61,Cleveland City Schools,30,Mayfield Elementary,Grades PK-5,SAFE SCHOOL,510,513,251,48.9,262,51.1,215,41.9,79,15.4,68,13.3,79,15.4,6,1.2,5,1,164,32,3,0.6,256,49.9,42,37,4,2,2,3,78,86,3,0,122,134
2018-19,11,Clinton City School District,5,Clinton Elementary,Grades K-6,SAFE SCHOOL,519,521,263,50.5,258,49.5,112,21.5,2,0.4,61,11.7,42,8.1,7,1.3,0,0,17,3.3,3,0.6,452,86.8,20,22,3,4,0,0,4,13,1,2,235,217
2018-19,11,Clinton City School District,10,North Clinton Elementary,Grades PK-6,SAFE SCHOOL,140,144,80,55.6,64,44.4,98,68.1,4,2.8,42,29.2,16,11.1,3,2.1,0,0,6,4.2,0,0,119,82.6,12,4,2,1,0,0,4,2,0,0,62,57
2018-19,11,Clinton City School District,15,South Clinton Elementary,Grades K-6,SAFE SCHOOL,257,252,128,50.8,124,49.2,63,25,0,0,53,21,6,2.4,6,2.4,0,0,8,3.2,2,0.8,230,91.3,2,4,5,1,0,0,4,4,1,1,116,114
2018-19,150,Cocke County School System,5,Bridgeport Elementary,Grades K-8,SAFE SCHOOL,324,317,151,47.6,166,52.4,139,43.8,2,0.6,43,13.6,9,2.8,0,0,0,0,9,2.8,1,0.3,298,94,3,6,0,0,0,0,4,5,0,1,144,154
2018-19,150,Cocke County School System,10,Centerview Elementary,Grades PK-8,SAFE SCHOOL,248,248,131,52.8,117,47.2,122,49.2,4,1.6,41,16.5,1,0.4,1,0.4,0,0,11,4.4,0,0,235,94.8,0,1,1,0,0,0,7,4,0,0,123,112
2018-19,150,Cocke County School System,15,Cocke Co High School,Grades 9-12,SAFE SCHOOL,1137,1210,559,46.2,651,53.8,500,41.3,9,0.7,180,14.9,46,3.8,11,0.9,1,0.1,26,2.1,6,0.5,1120,92.6,23,23,6,5,1,0,15,11,3,3,511,609
2018-19,150,Cocke County School System,25,Cosby Elementary,Grades K-8,SAFE SCHOOL,454,460,219,47.6,241,52.4,225,48.9,5,1.1,81,17.6,25,5.4,0,0,0,0,19,4.1,2,0.4,414,90,15,10,0,0,0,0,9,10,2,0,193,221
2018-19,150,Cocke County School System,27,Cosby High School,Grades 9-12,SAFE SCHOOL,347,368,192,52.2,176,47.8,132,35.9,2,0.5,44,12,8,2.2,1,0.3,3,0.8,11,3,0,0,345,93.8,3,5,1,0,1,2,5,6,0,0,182,163
2018-19,150,Cocke County School System,30,Del Rio Elementary,Grades K-8,SAFE SCHOOL,145,146,77,52.7,69,47.3,82,56.2,0,0,21,14.4,4,2.7,0,0,0,0,2,1.4,0,0,140,95.9,2,2,0,0,0,0,1,1,0,0,74,66
2018-19,150,Cocke County School System,35,Edgemont Elementary,Grades PK-8,SAFE SCHOOL,536,544,267,49.1,277,50.9,300,55.1,4,0.7,85,15.6,38,7,3,0.6,0,0,37,6.8,1,0.2,465,85.5,18,20,2,1,0,0,11,26,0,1,236,229
2018-19,150,Cocke County School System,40,Grassy Fork Elementary,Grades K-8,SAFE SCHOOL,118,121,57,47.1,64,52.9,54,44.6,0,0,10,8.3,4,3.3,0,0,0,0,0,0,0,0,117,96.7,1,3,0,0,0,0,0,0,0,0,56,61
2018-19,150,Cocke County School System,52,Northwest Elementary,Grades K-8,SAFE SCHOOL,402,398,187,47,211,53,277,69.6,4,1,119,29.9,26,6.5,2,0.5,0,0,34,8.5,2,0.5,334,83.9,12,14,1,1,0,0,15,19,1,1,158,176
2018-19,150,Cocke County School System,55,Parrottsville Elementary,Grades PK-8,SAFE SCHOOL,465,462,224,48.5,238,51.5,182,39.4,1,0.2,78,16.9,17,3.7,1,0.2,0,0,20,4.3,1,0.2,423,91.6,7,10,1,0,0,0,7,13,1,0,208,215
2018-19,150,Cocke County School System,65,Smoky Mountain Elementary,Grades PK-8,SAFE SCHOOL,132,136,65,47.8,71,52.2,85,62.5,0,0,18,13.2,2,1.5,0,0,0,0,3,2.2,0,0,131,96.3,1,1,0,0,0,0,2,1,0,0,62,69
2018-19,160,Coffee County Schools,5,Coffee County Central High School,Grades 10-12,SAFE SCHOOL,1215,1252,637,50.9,615,49.1,310,24.8,11,0.9,180,14.4,52,4.2,17,1.4,0,0,80,6.4,3,0.2,1100,87.9,18,34,7,10,0,0,41,39,1,2,570,530
2018-19,160,Coffee County Schools,10,Coffee County Middle School,Grades 6-8,SAFE SCHOOL,971,967,486,50.3,481,49.7,307,31.7,7,0.7,122,12.6,23,2.4,9,0.9,1,0.1,64,6.6,1,0.1,869,89.9,7,16,6,3,1,0,27,37,0,1,445,424
2018-19,160,Coffee County Schools,55,Coffee County Raider Academy,Grade 9,SAFE SCHOOL,426,426,221,51.9,205,48.1,113,26.5,9,2.1,45,10.6,17,4,8,1.9,0,0,51,12,0,0,350,82.2,9,8,4,4,0,0,33,18,0,0,175,175
2018-19,160,Coffee County Schools,50,Deerfield Elementary School,Grades PK-5,SAFE SCHOOL,243,237,104,43.9,133,56.1,88,37.1,6,2.5,56,23.6,5,2.1,3,1.3,0,0,16,6.8,2,0.8,211,89,3,2,0,3,0,0,10,6,1,1,90,121
2018-19,160,Coffee County Schools,15,East Coffee Elementary,Grades PK-5,SAFE SCHOOL,243,234,122,52.1,112,47.9,110,47,0,0,43,18.4,9,3.8,1,0.4,0,0,16,6.8,0,0,208,88.9,6,3,1,0,0,0,8,8,0,0,107,101
2018-19,160,Coffee County Schools,20,Hickerson Elementary,Grades PK-5,SAFE SCHOOL,194,187,99,52.9,88,47.1,88,47.1,4,2.1,37,19.8,10,5.3,0,0,0,0,12,6.4,0,0,165,88.2,6,4,0,0,0,0,5,7,0,0,88,77
2018-19,160,Coffee County Schools,25,Hillsboro Elementary,Grades PK-5,SAFE SCHOOL,361,368,163,44.3,205,55.7,110,29.9,8,2.2,45,12.2,15,4.1,1,0.3,0,0,24,6.5,0,0,328,89.1,6,9,1,0,0,0,16,8,0,0,140,188
2018-19,160,Coffee County Schools,35,New Union Elementary,Grades PK-5,SAFE SCHOOL,324,325,175,53.8,150,46.2,87,26.8,18,5.5,26,8,3,0.9,11,3.4,0,0,37,11.4,1,0.3,273,84,1,2,7,4,0,0,23,14,1,0,143,130
2018-19,160,Coffee County Schools,40,North Coffee Elementary,Grades PK-5,SAFE SCHOOL,284,276,144,52.2,132,47.8,93,33.7,6,2.2,37,13.4,7,2.5,4,1.4,0,0,19,6.9,2,0.7,244,88.4,5,2,0,4,0,0,11,8,1,1,127,117
2018-19,795,Collierville Municipal School District,8,Bailey Station Elementary School,Grades PK-5,SAFE SCHOOL,786,784,351,44.8,433,55.2,34,4.3,52,6.6,112,14.3,62,7.9,181,23.1,1,0.1,45,5.7,12,1.5,483,61.6,24,38,89,92,0,1,20,25,5,7,213,270
2018-19,795,Collierville Municipal School District,55,Collierville Elementary School,Grades K-5,SAFE SCHOOL,832,839,397,47.3,442,52.7,102,12.2,15,1.8,145,17.3,98,11.7,18,2.1,3,0.4,52,6.2,2,0.2,666,79.4,46,52,9,9,2,1,25,27,1,1,314,352
2018-19,795,Collierville Municipal School District,60,Collierville High School,Grades 6-12,SAFE SCHOOL,2748,2773,1384,49.9,1389,50.1,193,7,22,0.8,317,11.4,557,20.1,310,11.2,3,0.1,162,5.8,13,0.5,1728,62.3,283,274,155,155,0,3,73,89,7,6,866,862
2018-19,795,Collierville Municipal School District,63,Collierville Middle School,Grades 6-8,SAFE SCHOOL,891,890,472,53,418,47,95,10.7,5,0.6,123,13.8,196,22,72,8.1,0,0,52,5.8,6,0.7,564,63.4,107,89,38,34,0,0,24,28,4,2,299,265
2018-19,795,Collierville Municipal School District,65,Crosswind Elementary School,Grades K-5,SAFE SCHOOL,786,784,378,48.2,406,51.8,30,3.8,23,2.9,87,11.1,53,6.8,152,19.4,3,0.4,37,4.7,10,1.3,529,67.5,30,23,74,78,2,1,19,18,5,5,248,281
2018-19,795,Collierville Municipal School District,165,Schilling Farms Elementary School,Grades PK-5,SAFE SCHOOL,527,528,254,48.1,274,51.9,28,5.3,80,15.2,48,9.1,113,21.4,240,45.5,2,0.4,33,6.2,20,3.8,120,22.7,54,59,123,117,1,1,10,23,11,9,55,65
2018-19,795,Collierville Municipal School District,183,Sycamore Elementary School,Grades K-5,SAFE SCHOOL,507,514,243,47.3,271,52.7,73,14.2,30,5.8,65,12.6,236,45.9,95,18.5,3,0.6,49,9.5,5,1,126,24.5,112,124,45,50,1,2,28,21,1,4,56,70
2018-19,795,Collierville Municipal School District,190,Tara Oaks Elementary School,Grades K-5,SAFE SCHOOL,641,643,304,47.3,339,52.7,41,6.4,13,2,97,15.1,58,9,80,12.4,6,0.9,32,5,8,1.2,459,71.4,28,30,37,43,5,1,19,13,4,4,211,248
2018-19,795,Collierville Municipal School District,168,West Collierville Middle School,Grades 6-8,SAFE SCHOOL,1234,1237,616,49.8,621,50.2,75,6.1,16,1.3,101,8.2,228,18.4,236,19.1,3,0.2,75,6.1,8,0.6,687,55.5,121,107,123,113,0,3,35,40,4,4,333,354
2018-19,170,Crockett County Schools,3,Crockett County High School,Grades 9-12,SAFE SCHOOL,849,869,423,48.7,446,51.3,266,30.6,32,3.7,75,8.6,138,15.9,8,0.9,0,0,148,17,0,0,575,66.2,70,68,4,4,0,0,69,79,0,0,280,295
2018-19,170,Crockett County Schools,12,Crockett County Middle School,Grades 6-8,SAFE SCHOOL,625,625,311,49.8,314,50.2,203,32.5,17,2.7,57,9.1,85,13.6,2,0.3,0,0,108,17.3,0,0,430,68.8,50,35,2,0,0,0,51,57,0,0,208,222
2018-19,170,Crockett County Schools,20,Friendship Elementary,Grades PK-5,SAFE SCHOOL,117,116,58,50,58,50,58,50,10,8.6,22,19,12,10.3,0,0,0,0,26,22.4,0,0,78,67.2,6,6,0,0,0,0,14,12,0,0,38,40
2018-19,170,Crockett County Schools,25,Gadsden Elementary,Grades PK-5,SAFE SCHOOL,117,119,71,59.7,48,40.3,40,33.6,1,0.8,21,17.6,7,5.9,2,1.7,0,0,4,3.4,0,0,106,89.1,6,1,1,1,0,0,2,2,0,0,62,44
2018-19,170,Crockett County Schools,40,Maury City Elementary,Grades PK-5,SAFE SCHOOL,219,220,116,52.7,104,47.3,72,32.7,10,4.5,21,9.5,17,7.7,0,0,0,0,26,11.8,0,0,177,80.5,8,9,0,0,0,0,10,16,0,0,98,79
2018-19,180,Cumberland County Schools,15,Crab Orchard Elementary,Grades PK-8,SAFE SCHOOL,437,439,232,52.8,207,47.2,205,46.7,2,0.5,57,13,5,1.1,3,0.7,0,0,19,4.3,0,0,412,93.8,2,3,3,0,0,0,10,9,0,0,217,195
2018-19,180,Cumberland County Schools,25,Cumberland County High School,Grades 9-12,SAFE SCHOOL,958,1004,485,48.3,519,51.7,282,28.1,9,0.9,147,14.6,12,1.2,12,1.2,1,0.1,49,4.9,3,0.3,927,92.3,7,5,6,6,0,1,23,26,3,0,446,481
2018-19,180,Cumberland County Schools,8,Frank P. Brown Elementary,Grades PK-8,SAFE SCHOOL,545,551,276,50.1,275,49.9,238,43.2,2,0.4,70,12.7,6,1.1,1,0.2,1,0.2,10,1.8,2,0.4,531,96.4,3,3,0,1,0,1,3,7,2,0,268,263
2018-19,180,Cumberland County Schools,33,Glenn Martin Elementary,Grades PK-8,SAFE SCHOOL,657,652,296,45.4,356,54.6,335,51.4,22,3.4,115,17.6,31,4.8,9,1.4,0,0,57,8.7,2,0.3,553,84.8,19,12,4,5,0,0,19,38,1,1,253,300
2018-19,180,Cumberland County Schools,10,Homestead Elementary School,Grades PK-8,SAFE SCHOOL,683,698,348,49.9,350,50.1,227,32.5,11,1.6,99,14.2,0,0,5,0.7,1,0.1,28,4,4,0.6,660,94.6,0,0,4,1,0,1,8,20,2,2,334,326
2018-19,180,Cumberland County Schools,53,North Cumberland Elementary,Grades PK-8,SAFE SCHOOL,637,639,304,47.6,335,52.4,254,39.7,3,0.5,91,14.2,11,1.7,4,0.6,0,0,16,2.5,3,0.5,605,94.7,6,5,3,1,0,0,7,9,0,3,288,317
2018-19,180,Cumberland County Schools,55,Pine View Elementary,Grades PK-8,SAFE SCHOOL,150,150,69,46,81,54,61,40.7,0,0,19,12.7,2,1.3,0,0,0,0,0,0,0,0,148,98.7,0,2,0,0,0,0,0,0,0,0,69,79
2018-19,180,Cumberland County Schools,60,Pleasant Hill Elementary,Grades PK-8,SAFE SCHOOL,584,611,288,47.1,323,52.9,269,44,11,1.8,75,12.3,13,2.1,4,0.7,0,0,27,4.4,1,0.2,566,92.6,7,6,4,0,0,0,14,13,0,1,263,303
2018-19,180,Cumberland County Schools,73,South Cumberland Elementary,Grades PK-8,SAFE SCHOOL,590,585,287,49.1,298,50.9,154,26.3,5,0.9,76,13,15,2.6,9,1.5,0,0,37,6.3,0,0,524,89.6,6,9,6,3,0,0,18,19,0,0,257,267
2018-19,180,Cumberland County Schools,74,Stone Elementary,Grades PK-8,SAFE SCHOOL,735,728,361,49.6,367,50.4,307,42.2,32,4.4,93,12.8,23,3.2,5,0.7,0,0,95,13,2,0.3,603,82.8,16,7,2,3,0,0,53,42,2,0,288,315
2018-19,180,Cumberland County Schools,79,Stone Memorial High School,Grades 9-12,SAFE SCHOOL,971,1008,487,48.3,521,51.7,250,24.8,15,1.5,123,12.2,7,0.7,5,0.5,3,0.3,57,5.7,5,0.5,931,92.4,3,4,4,1,1,2,21,36,3,2,455,476
2018-19,180,Cumberland County Schools,85,The Phoenix School,Grades 9-12,SAFE SCHOOL,79,79,32,40.5,47,59.5,27,34.2,3,3.8,26,32.9,0,0,0,0,0,0,3,3.8,0,0,76,96.2,0,0,0,0,0,0,2,1,0,0,30,46
2018-19,721,Dayton City School,5,Dayton City Elementary,Grades PK-8,SAFE SCHOOL,823,841,402,47.8,439,52.2,383,45.5,67,8,84,10,70,8.3,15,1.8,0,0,127,15.1,1,0.1,628,74.7,37,33,7,8,0,0,65,62,0,1,293,335
2018-19,200,Decatur County Schools,20,Decatur County Middle School,Grades 5-8,SAFE SCHOOL,462,458,221,48.3,237,51.7,203,44.3,1,0.2,58,12.7,18,3.9,1,0.2,0,0,26,5.7,2,0.4,411,89.7,11,7,1,0,0,0,10,16,1,1,198,213
2018-19,200,Decatur County Schools,5,Decaturville Elementary,Grades PK-5,SAFE SCHOOL,226,228,99,43.4,129,56.6,90,39.5,0,0,48,21.1,10,4.4,0,0,0,0,8,3.5,0,0,210,92.1,3,7,0,0,0,0,6,2,0,0,90,120
2018-19,200,Decatur County Schools,10,Parsons Elementary,Grades PK-4,SAFE SCHOOL,319,317,142,44.8,175,55.2,192,60.6,3,0.9,77,24.3,13,4.1,9,2.8,0,0,16,5,2,0.6,277,87.4,7,6,6,3,0,0,3,13,2,0,124,153
2018-19,200,Decatur County Schools,3,Riverside High School,Grades 9-12,SAFE SCHOOL,504,512,238,46.5,274,53.5,204,39.8,3,0.6,73,14.3,28,5.5,3,0.6,1,0.2,20,3.9,2,0.4,458,89.5,16,12,0,3,0,1,8,12,1,1,213,245
2018-19,210,DeKalb County School District,25,De Kalb County High School,Grades 9-12,SAFE SCHOOL,810,833,380,45.6,453,54.4,260,31.2,28,3.4,102,12.2,21,2.5,7,0.8,0,0,101,12.1,0,0,704,84.5,9,12,5,2,0,0,42,59,0,0,324,380
2018-19,210,DeKalb County School District,37,DeKalb Middle School,Grades 6-8,SAFE SCHOOL,563,563,267,47.4,296,52.6,252,44.8,19,3.4,68,12.1,14,2.5,3,0.5,1,0.2,89,15.8,1,0.2,455,80.8,6,8,2,1,0,1,38,51,0,1,221,234
2018-19,210,DeKalb County School District,50,DeKalb West Elementary,Grades PK-8,SAFE SCHOOL,359,364,166,45.6,198,54.4,114,31.3,2,0.5,64,17.6,9,2.5,0,0,0,0,13,3.6,2,0.5,340,93.4,3,6,0,0,0,0,9,4,1,1,153,187
2018-19,210,DeKalb County School District,40,Northside Elementary,Grades 2-5,SAFE SCHOOL,625,598,283,47.3,315,52.7,298,49.8,58,9.7,104,17.4,21,3.5,3,0.5,1,0.2,109,18.2,0,0,464,77.6,11,10,1,2,0,1,55,54,0,0,216,248
2018-19,210,DeKalb County School District,45,Smithville Elementary,Grades PK-2,SAFE SCHOOL,464,456,226,49.6,230,50.4,238,52.2,58,12.7,84,18.4,23,5,1,0.2,1,0.2,79,17.3,2,0.4,350,76.8,14,9,1,0,0,1,40,39,0,2,171,179
2018-19,220,Dickson County School District,8,Centennial Elementary,Grades PK-5,SAFE SCHOOL,623,625,324,51.8,301,48.2,220,35.2,6,1,109,17.4,58,9.3,4,0.6,0,0,30,4.8,4,0.6,529,84.6,33,25,3,1,0,0,14,16,3,1,271,258
2018-19,220,Dickson County School District,7,Charlotte Elementary,Grades PK-5,SAFE SCHOOL,554,549,251,45.7,298,54.3,154,28.1,9,1.6,115,20.9,28,5.1,2,0.4,0,0,20,3.6,3,0.5,496,90.3,11,17,0,2,0,0,9,11,1,2,230,266
2018-19,220,Dickson County School District,15,Charlotte Middle School,Grades 6-8,SAFE SCHOOL,460,467,211,45.2,256,54.8,131,28.1,2,0.4,62,13.3,23,4.9,0,0,2,0.4,17,3.6,3,0.6,422,90.4,5,18,0,0,1,1,6,11,2,1,197,225
2018-19,220,Dickson County School District,17,Creek Wood High School,Grades 9-12,SAFE SCHOOL,943,955,431,45.1,524,54.9,200,20.9,3,0.3,90,9.4,22,2.3,1,0.1,0,0,27,2.8,6,0.6,899,94.1,10,12,1,0,0,0,16,11,2,4,402,497
2018-19,220,Dickson County School District,25,Dickson County High School,Grades 9-12,SAFE SCHOOL,1478,1501,717,47.8,784,52.2,356,23.7,24,1.6,143,9.5,154,10.3,23,1.5,0,0,113,7.5,5,0.3,1206,80.3,77,77,12,11,0,0,53,60,2,3,573,633
2018-19,220,Dickson County School District,20,Dickson Elementary,Grades PK-5,SAFE SCHOOL,316,307,150,48.9,157,51.1,103,33.6,27,8.8,55,17.9,29,9.4,6,2,0,0,54,17.6,2,0.7,216,70.4,15,14,4,2,0,0,31,23,1,1,99,117
2018-19,220,Dickson County School District,37,Dickson Intermediate School,Grade 6,SAFE SCHOOL,434,437,219,50.1,218,49.9,126,28.8,12,2.7,50,11.4,43,9.8,4,0.9,1,0.2,39,8.9,2,0.5,348,79.6,21,22,3,1,0,1,23,16,0,2,172,176
2018-19,220,Dickson County School District,23,Dickson Middle School,Grades 6-8,SAFE SCHOOL,844,843,418,49.6,425,50.4,252,29.9,11,1.3,89,10.6,81,9.6,16,1.9,1,0.1,73,8.7,3,0.4,669,79.4,39,42,7,9,0,1,32,41,3,0,337,332
2018-19,220,Dickson County School District,10,New Directions Academy,Grades 6-12,SAFE SCHOOL,35,33,7,21.2,26,78.8,10,30.3,0,0,17,51.5,5,15.2,0,0,0,0,0,0,1,3,27,81.8,0,5,0,0,0,0,0,0,0,1,7,20
2018-19,220,Dickson County School District,30,Oakmont Elementary,Grades K-5,SAFE SCHOOL,556,565,277,49,288,51,252,44.6,31,5.5,140,24.8,84,14.9,8,1.4,1,0.2,54,9.6,4,0.7,414,73.3,47,37,2,6,0,1,29,25,2,2,197,217
2018-19,220,Dickson County School District,5,Stuart Burns Elementary,Grades PK-5,SAFE SCHOOL,567,566,287,50.7,279,49.3,119,21,23,4.1,112,19.8,23,4.1,6,1.1,0,0,42,7.4,1,0.2,494,87.3,11,12,3,3,0,0,14,28,0,1,259,235
2018-19,220,Dickson County School District,28,The Discovery School,Grades K-5,SAFE SCHOOL,211,213,104,48.8,109,51.2,42,19.7,3,1.4,27,12.7,33,15.5,2,0.9,0,0,16,7.5,2,0.9,160,75.1,15,18,2,0,0,0,11,5,1,1,75,85
2018-19,220,Dickson County School District,40,Vanleer Elementary,Grades PK-5,SAFE SCHOOL,244,243,103,42.4,140,57.6,88,36.2,1,0.4,44,18.1,10,4.1,3,1.2,1,0.4,5,2.1,0,0,224,92.2,5,5,1,2,0,1,4,1,0,0,93,131
2018-19,220,Dickson County School District,50,W James Middle School,Grades 6-8,SAFE SCHOOL,270,277,123,44.4,154,55.6,77,27.8,2,0.7,42,15.2,10,3.6,2,0.7,1,0.4,11,4,0,0,253,91.3,4,6,1,1,1,0,5,6,0,0,112,141
2018-19,220,Dickson County School District,44,White Bluff Elementary,Grades PK-5,SAFE SCHOOL,533,531,270,50.8,261,49.2,175,33,8,1.5,109,20.5,11,2.1,1,0.2,0,0,21,4,0,0,498,93.8,7,4,0,1,0,0,8,13,0,0,255,243
2018-19,230,Dyer County Schools,18,Dyer County High School,Grades 9-12,SAFE SCHOOL,1149,1157,555,48,602,52,354,30.6,3,0.3,124,10.7,104,9,2,0.2,2,0.2,39,3.4,4,0.3,1006,86.9,44,60,2,0,2,0,17,22,2,2,488,518
2018-19,230,Dyer County Schools,20,Fifth Consolidated School,Grades PK-5,SAFE SCHOOL,544,546,247,45.2,299,54.8,152,27.8,1,0.2,70,12.8,15,2.7,2,0.4,1,0.2,12,2.2,0,0,516,94.5,8,7,1,1,0,1,4,8,0,0,234,282
2018-19,230,Dyer County Schools,25,Finley Elementary,Grades PK-5,SAFE SCHOOL,250,248,106,42.7,142,57.3,95,38.3,1,0.4,33,13.3,10,4,0,0,0,0,8,3.2,0,0,230,92.7,4,6,0,0,0,0,5,3,0,0,97,133
2018-19,230,Dyer County Schools,30,Holice Powell Elementary,Grades PK-5,SAFE SCHOOL,175,176,95,54,81,46,94,53.4,0,0,19,10.8,10,5.7,0,0,0,0,8,4.5,0,0,158,89.8,3,7,0,0,0,0,3,5,0,0,89,69
2018-19,230,Dyer County Schools,35,Newbern Elementary School,Grades PK-5,SAFE SCHOOL,563,565,283,50.1,282,49.9,240,42.5,15,2.7,85,15,91,16.1,2,0.4,0,0,36,6.4,1,0.2,435,77,44,47,1,1,0,0,19,17,1,0,218,217
2018-19,230,Dyer County Schools,15,Northview Middle School,Grades 6-8,SAFE SCHOOL,447,449,207,46.1,242,53.9,157,35,3,0.7,66,14.7,40,8.9,0,0,0,0,23,5.1,1,0.2,385,85.7,20,20,0,0,0,0,9,14,0,1,178,207
2018-19,230,Dyer County Schools,43,Three Oaks Middle School,Grades 6-8,SAFE SCHOOL,508,512,254,49.6,258,50.4,183,35.7,2,0.4,54,10.5,44,8.6,0,0,1,0.2,20,3.9,4,0.8,443,86.5,21,23,0,0,0,1,10,10,2,2,221,222
2018-19,230,Dyer County Schools,45,Trimble Elementary,Grades PK-5,SAFE SCHOOL,153,153,70,45.8,83,54.2,59,38.6,0,0,31,20.3,5,3.3,0,0,0,0,1,0.7,1,0.7,146,95.4,3,2,0,0,0,0,1,0,1,0,65,81
2018-19,231,Dyersburg City Schools,15,Dyersburg High School,Grades 9-12,SAFE SCHOOL,691,711,352,49.5,359,50.5,256,36,9,1.3,114,16,264,37.1,20,2.8,0,0,39,5.5,0,0,388,54.6,126,138,11,9,0,0,19,20,0,0,196,192
