SCHOOL_YEAR,DISTRICT_ID,DISTRICT_NAME,SCHOOL_ID,SCHOOL_NAME,GRADES_SERVED,SAFE_SCHOOL,AVERAGE_DAILY_MEMBERSHIP,TOTAL,FEMALE,FEMALE_PCT,MALE,MALE_PCT,ECONOMICALLY_DISADVANTAGED,ECONOMICALLY_DISADVANTAGED_PCT,LIMITED_ENGLISH_PROFICIENT,LIMITED_ENGLISH_PROFICIENT_PCT,STUDENTS_WITH_DISABILITIES,STUDENTS_WITH_DISABILITIES_PCT,AFRICAN_AMERICAN,AFRICAN_AMERICAN_PCT,ASIAN,ASIAN_PCT,HAWAIIAN_PACISLD,HAWAIIAN_PACISLD_PCT,HISPANIC,HISPANIC_PCT,NATIVE_AMERICAN,NATIVE_AMERICAN_PCT,WHITE,WHITE_PCT,AFRICAN_AMERICAN_FEMALE,AFRICAN_AMERICAN_MALE,ASIAN_FEMALE,ASIAN_MALE,HAWAIIAN_PACISLD_FEMALE,HAWAIIAN_PACISLD_MALE,HISPANIC_FEMALE,HISPANIC_MALE,NATIVE_AMERICAN_FEMALE,NATIVE_AMERICAN_MALE,WHITE_FEMALE,WHITE_MALE
2018-19,985,Achievement School District,8050,Aspire Coleman,Grades PK-7,SAFE SCHOOL,607,612,315,51.5,297,48.5,436,71.2,17,2.8,74,12.1,575,94,5,0.8,0,0,24,3.9,0,0,8,1.3,296,279,3,2,0,0,14,10,0,0,2,6
2018-19,985,Achievement School District,8025,Aspire Hanley Elementary,Grades PK-5,SAFE SCHOOL,530,544,281,51.7,263,48.3,429,78.9,5,0.9,59,10.8,535,98.3,0,0,1,0.2,8,1.5,0,0,0,0,278,257,0,0,0,1,3,5,0,0,0,0
2018-19,985,Achievement School District,8024,Aspire Hanley Middle School,Grades 6-8,SAFE SCHOOL,238,239,112,46.9,127,53.1,184,77,1,0.4,36,15.1,234,97.9,0,0,0,0,3,1.3,0,0,2,0.8,110,124,0,0,0,0,2,1,0,0,0,2
2018-19,985,Achievement School District,8005,Brick Church: A LEAD Public School,Grades 5-8,SAFE SCHOOL,310,305,137,44.9,168,55.1,228,74.8,25,8.2,58,19,246,80.7,2,0.7,0,0,35,11.5,3,1,19,6.2,111,135,1,1,0,0,14,21,3,0,8,11
2018-19,985,Achievement School District,8010,Cornerstone Prep - Lester Campus,Grades PK-5,SAFE SCHOOL,380,375,189,50.4,186,49.6,299,79.7,34,9.1,68,18.1,356,94.9,1,0.3,0,0,16,4.3,0,0,2,0.5,178,178,1,0,0,0,10,6,0,0,0,2
2018-19,985,Achievement School District,8115,Cornerstone Prep Denver Campus,Grades PK-5,SAFE SCHOOL,593,590,276,46.8,314,53.2,473,80.2,5,0.8,81,13.7,573,97.1,0,0,1,0.2,8,1.4,0,0,8,1.4,268,305,0,0,0,1,5,3,0,0,3,5
2018-19,985,Achievement School District,5,Corning Achievement Elementary,Grades PK-5,SAFE SCHOOL,129,124,64,51.6,60,48.4,105,84.7,0,0,6,4.8,120,96.8,0,0,0,0,4,3.2,0,0,0,0,60,60,0,0,0,0,4,0,0,0,0,0
2018-19,985,Achievement School District,8055,Fairley High School,Grades 9-12,SAFE SCHOOL,511,520,257,49.4,263,50.6,355,68.3,5,1,74,14.2,507,97.5,4,0.8,0,0,6,1.2,0,0,3,0.6,251,256,3,1,0,0,3,3,0,0,0,3
2018-19,985,Achievement School District,15,Frayser Achievement Elementary,Grades PK-5,SAFE SCHOOL,245,246,137,55.7,109,44.3,208,84.6,1,0.4,19,7.7,234,95.1,0,0,1,0.4,9,3.7,0,0,2,0.8,130,104,0,0,1,0,5,4,0,0,1,1
2018-19,985,Achievement School District,8075,Freedom Preparatory Academy Charter Elementary School,Grades PK-5,SAFE SCHOOL,548,538,261,48.5,276,51.3,396,73.6,23,4.3,45,8.4,512,95.2,0,0,0,0,17,3.2,0,0,9,1.7,249,262,0,0,0,0,6,11,0,0,6,3
2018-19,985,Achievement School District,25,Georgian Hills Achievement Elementary School,Grades PK-5,SAFE SCHOOL,271,282,139,49.3,143,50.7,234,83,1,0.4,49,17.4,271,96.1,0,0,0,0,6,2.1,0,0,5,1.8,131,140,0,0,0,0,5,1,0,0,3,2
2018-19,985,Achievement School District,8140,Hillcrest High School,Grades 9-12,SAFE SCHOOL,435,461,230,49.9,231,50.1,327,70.9,16,3.5,73,15.8,446,96.7,3,0.7,0,0,11,2.4,0,0,1,0.2,223,223,3,0,0,0,4,7,0,0,0,1
2018-19,985,Achievement School District,8015,Humes Preparatory Academy Middle  School,Grades 6-8,SAFE SCHOOL,233,236,104,44.1,132,55.9,172,72.9,0,0,39,16.5,233,98.7,0,0,0,0,1,0.4,0,0,2,0.8,104,129,0,0,0,0,0,1,0,0,0,2
2018-19,985,Achievement School District,8040,KIPP Memphis Academy Elementary,Grades K-4,SAFE SCHOOL,314,339,165,48.7,174,51.3,291,85.8,0,0,36,10.6,331,97.6,0,0,0,0,2,0.6,1,0.3,5,1.5,162,169,0,0,0,0,1,1,1,0,1,4
2018-19,985,Achievement School District,8110,KIPP Memphis Preparatory Elementary,Grades K-4,SAFE SCHOOL,398,412,210,51,202,49,368,89.3,19,4.6,19,4.6,391,94.9,0,0,0,0,7,1.7,0,0,14,3.4,199,192,0,0,0,0,6,1,0,0,5,9
2018-19,985,Achievement School District,8020,KIPP Memphis Preparatory Middle,Grades 5-8,SAFE SCHOOL,282,296,147,49.7,149,50.3,233,78.7,6,2,23,7.8,286,96.6,0,0,0,0,6,2,0,0,4,1.4,141,145,0,0,0,0,3,3,0,0,3,1
2018-19,985,Achievement School District,8135,Kirby Middle School,Grades 6-8,SAFE SCHOOL,388,384,180,46.9,204,53.1,254,66.1,26,6.8,45,11.7,328,85.4,0,0,0,0,55,14.3,0,0,1,0.3,154,174,0,0,0,0,25,30,0,0,1,0
2018-19,985,Achievement School District,8070,Lester Prep,Grades 6-8,SAFE SCHOOL,248,246,104,42.3,142,57.7,198,80.5,22,8.9,38,15.4,232,94.3,1,0.4,0,0,12,4.9,0,0,1,0.4,100,132,0,1,0,0,4,8,0,0,0,1
2018-19,985,Achievement School District,8095,Libertas School,Grades PK-6,SAFE SCHOOL,276,286,116,40.6,170,59.4,152,53.1,0,0,62,21.7,234,81.8,3,1,2,0.7,4,1.4,1,0.3,42,14.7,94,140,2,1,1,1,1,3,1,0,17,25
2018-19,985,Achievement School District,8065,Martin Luther King Preparatory High School,Grades 9-12,SAFE SCHOOL,490,513,245,47.8,268,52.2,332,64.7,4,0.8,91,17.7,498,97.1,0,0,0,0,8,1.6,0,0,7,1.4,242,256,0,0,0,0,3,5,0,0,0,7
2018-19,985,Achievement School District,8125,Memphis Scholars Caldwell-Guthrie,Grades PK-5,SAFE SCHOOL,462,460,205,44.6,255,55.4,388,84.3,0,0,39,8.5,458,99.6,0,0,0,0,0,0,0,0,2,0.4,204,254,0,0,0,0,0,0,0,0,1,1
2018-19,985,Achievement School District,8120,Memphis Scholars Florida Kansas,Grades PK-5,SAFE SCHOOL,240,244,112,45.9,132,54.1,206,84.4,1,0.4,29,11.9,240,98.4,0,0,0,0,4,1.6,0,0,0,0,110,130,0,0,0,0,2,2,0,0,0,0
2018-19,985,Achievement School District,8130,Memphis Scholars Raleigh-Egypt,Grades 6-8,SAFE SCHOOL,105,103,47,45.6,56,54.4,86,83.5,3,2.9,24,23.3,100,97.1,0,0,0,0,3,2.9,0,0,0,0,46,54,0,0,0,0,1,2,0,0,0,0
2018-19,985,Achievement School District,8090,Neely's Bend: A LEAD Public School,Grades 5-8,SAFE SCHOOL,502,499,217,43.5,282,56.5,270,54.1,100,20,68,13.6,202,40.5,3,0.6,0,0,210,42.1,0,0,84,16.8,84,118,1,2,0,0,97,113,0,0,35,49
2018-19,985,Achievement School District,45,Pathways in Education - TN,Grades 9-12,SAFE SCHOOL,153,174,102,58.6,72,41.4,86,49.4,8,4.6,15,8.6,150,86.2,2,1.1,0,0,13,7.5,1,0.6,8,4.6,91,59,2,0,0,0,5,8,0,1,4,4
2018-19,985,Achievement School District,50,Pathways in Education - Whitehaven,Grades 9-12,SAFE SCHOOL,189,173,96,55.5,77,44.5,92,53.2,3,1.7,13,7.5,163,94.2,0,0,0,0,8,4.6,0,0,2,1.2,90,73,0,0,0,0,5,3,0,0,1,1
2018-19,985,Achievement School District,8060,Promise Academy - Spring Hill,Grades PK-5,SAFE SCHOOL,396,412,212,51.5,199,48.3,287,69.7,7,1.7,29,7,389,94.4,1,0.2,2,0.5,15,3.6,0,0,5,1.2,205,183,1,0,2,0,3,12,0,0,1,4
2018-19,985,Achievement School District,10,Westside Middle School,Grades 6-8,SAFE SCHOOL,298,296,133,44.9,163,55.1,242,81.8,3,1,38,12.8,279,94.3,2,0.7,0,0,4,1.4,0,0,11,3.7,122,157,1,1,0,0,2,2,0,0,8,3
2018-19,985,Achievement School District,20,Whitney Achievement Elementary School,Grades PK-5,SAFE SCHOOL,268,275,142,51.6,133,48.4,230,83.6,2,0.7,27,9.8,261,94.9,0,0,0,0,10,3.6,1,0.4,3,1.1,139,122,0,0,0,0,1,9,0,1,2,1
2018-19,985,Achievement School District,8105,Wooddale Middle School,Grades 6-8,SAFE SCHOOL,414,398,170,42.7,228,57.3,266,66.8,48,12.1,36,9,297,74.6,3,0.8,0,0,93,23.4,2,0.5,3,0.8,138,159,2,1,0,0,27,66,2,0,1,2
2018-19,171,Alamo City School District,5,Alamo Elementary,Grades PK-6,SAFE SCHOOL,574,573,300,52.4,273,47.6,220,38.4,42,7.3,92,16.1,79,13.8,3,0.5,0,0,110,19.2,0,0,381,66.5,38,41,1,2,0,0,61,49,0,0,200,181
2018-19,51,Alcoa City Schools,5,Alcoa Elementary,Grades PK-2,SAFE SCHOOL,437,437,213,48.7,224,51.3,149,34.1,37,8.5,58,13.3,93,21.3,7,1.6,0,0,56,12.8,3,0.7,278,63.6,48,45,2,5,0,0,30,26,0,3,133,145
2018-19,51,Alcoa City Schools,10,Alcoa High School,Grades 9-12,SAFE SCHOOL,651,682,320,46.9,362,53.1,149,21.8,8,1.2,70,10.3,163,23.9,19,2.8,1,0.1,65,9.5,6,0.9,428,62.8,80,83,10,9,0,1,35,30,3,3,192,236
2018-19,51,Alcoa City Schools,12,Alcoa Intermediate School,Grades 3-5,SAFE SCHOOL,435,435,199,45.7,236,54.3,125,28.7,24,5.5,43,9.9,86,19.8,10,2.3,3,0.7,74,17,1,0.2,261,60,42,44,3,7,0,3,39,35,0,1,115,146
2018-19,51,Alcoa City Schools,6,Alcoa Middle School,Grades 6-8,SAFE SCHOOL,488,489,205,41.9,284,58.1,121,24.7,11,2.2,54,11,88,18,12,2.5,1,0.2,68,13.9,4,0.8,316,64.6,34,54,4,8,0,1,28,40,1,3,138,178
2018-19,961,Alvin C York Institute,5,Alvin C. York Institute,Grades 9-12,SAFE SCHOOL,,516,224,43.4,292,56.6,177,34.3,1,0.2,75,14.5,2,0.4,5,1,0,0,2,0.4,0,0,507,98.3,2,0,3,2,0,0,1,1,0,0,218,289
2018-19,10,Anderson County Schools,2,Anderson County High School,Grades 9-12,SAFE SCHOOL,1083,1075,519,48.3,556,51.7,266,24.7,0,0,138,12.8,11,1,11,1,1,0.1,11,1,3,0.3,1038,96.6,3,8,6,5,0,1,9,2,1,2,500,538
2018-19,10,Anderson County Schools,5,Andersonville Elementary,Grades PK-5,SAFE SCHOOL,307,304,160,52.6,144,47.4,100,32.9,1,0.3,55,18.1,8,2.6,0,0,0,0,3,1,1,0.3,292,96.1,4,4,0,0,0,0,3,0,1,0,152,140
2018-19,10,Anderson County Schools,10,Briceville Elementary,Grades PK-5,SAFE SCHOOL,117,117,64,54.7,53,45.3,70,59.8,0,0,35,29.9,0,0,0,0,0,0,1,0.9,0,0,116,99.1,0,0,0,0,0,0,0,1,0,0,64,52
2018-19,10,Anderson County Schools,15,Claxton Elementary,Grades PK-5,SAFE SCHOOL,439,443,205,46.3,238,53.7,235,53,7,1.6,89,20.1,26,5.9,1,0.2,1,0.2,16,3.6,2,0.5,397,89.6,15,11,1,0,1,0,8,8,0,2,180,217
2018-19,10,Anderson County Schools,25,Clinton High School,Grades 9-12,SAFE SCHOOL,1107,1120,506,45.2,614,54.8,380,33.9,2,0.2,165,14.7,45,4,13,1.2,0,0,30,2.7,7,0.6,1025,91.5,23,22,9,4,0,0,12,18,3,4,459,566
2018-19,10,Anderson County Schools,20,Clinton Middle School,Grades 6-8,SAFE SCHOOL,667,664,332,50,332,50,264,39.8,2,0.3,105,15.8,37,5.6,5,0.8,0,0,17,2.6,4,0.6,601,90.5,14,23,2,3,0,0,6,11,3,1,307,294
2018-19,10,Anderson County Schools,35,Dutch Valley Elementary,Grades PK-5,SAFE SCHOOL,101,101,43,42.6,58,57.4,56,55.4,3,3,24,23.8,3,3,3,3,0,0,0,0,0,0,95,94.1,2,1,1,2,0,0,0,0,0,0,40,55
2018-19,10,Anderson County Schools,40,Fairview Elementary,Grades PK-5,SAFE SCHOOL,287,291,130,44.7,161,55.3,106,36.4,1,0.3,64,22,5,1.7,2,0.7,2,0.7,6,2.1,0,0,276,94.8,3,2,1,1,0,2,1,5,0,0,125,151
2018-19,10,Anderson County Schools,46,Grand Oaks Elementary,Grades PK-5,SAFE SCHOOL,268,258,143,55.4,115,44.6,99,38.4,0,0,47,18.2,12,4.7,0,0,1,0.4,4,1.6,1,0.4,240,93,6,6,0,0,1,0,4,0,0,1,132,108
2018-19,10,Anderson County Schools,50,Lake City Elementary,Grades PK-5,SAFE SCHOOL,418,419,203,48.4,216,51.6,212,50.6,0,0,106,25.3,7,1.7,1,0.2,1,0.2,7,1.7,2,0.5,401,95.7,2,5,0,1,0,1,4,3,1,1,196,205
2018-19,10,Anderson County Schools,55,Lake City Middle School,Grades 6-8,SAFE SCHOOL,286,292,141,48.3,151,51.7,139,47.6,1,0.3,64,21.9,5,1.7,3,1,1,0.3,3,1,2,0.7,278,95.2,1,4,2,1,0,1,1,2,1,1,136,142
2018-19,10,Anderson County Schools,70,Norris Elementary,Grades PK-5,SAFE SCHOOL,213,220,102,46.4,118,53.6,39,17.7,0,0,32,14.5,1,0.5,3,1.4,0,0,5,2.3,0,0,211,95.9,1,0,2,1,0,0,1,4,0,0,98,113
2018-19,10,Anderson County Schools,75,Norris Middle School,Grades 6-8,SAFE SCHOOL,488,486,238,49,248,51,108,22.2,1,0.2,73,15,6,1.2,3,0.6,2,0.4,13,2.7,1,0.2,461,94.9,4,2,1,2,1,1,6,7,1,0,225,236
2018-19,10,Anderson County Schools,80,Norwood Elementary,Grades PK-5,SAFE SCHOOL,232,230,117,50.9,113,49.1,116,50.4,0,0,54,23.5,20,8.7,0,0,0,0,5,2.2,1,0.4,204,88.7,14,6,0,0,0,0,4,1,1,0,98,106
2018-19,10,Anderson County Schools,85,Norwood Middle School,Grades 6-8,SAFE SCHOOL,185,183,87,47.5,96,52.5,81,44.3,0,0,40,21.9,5,2.7,1,0.5,1,0.5,3,1.6,3,1.6,170,92.9,2,3,1,0,0,1,0,3,2,1,82,88
2018-19,793,Arlington Municipal School District,5,Arlington Elementary,Grades K-5,SAFE SCHOOL,785,787,375,47.6,412,52.4,65,8.3,15,1.9,144,18.3,83,10.5,30,3.8,2,0.3,46,5.8,8,1,618,78.5,39,44,9,21,1,1,14,32,6,2,306,312
2018-19,793,Arlington Municipal School District,1,Arlington High,Grades 9-12,SAFE SCHOOL,2059,2071,1025,49.5,1046,50.5,97,4.7,12,0.6,184,8.9,326,15.7,79,3.8,4,0.2,136,6.6,2,0.1,1524,73.6,166,160,45,34,2,2,75,61,2,0,735,789
2018-19,793,Arlington Municipal School District,6,Arlington Middle,Grades 6-8,SAFE SCHOOL,960,962,470,48.9,492,51.1,38,4,1,0.1,94,9.8,138,14.3,23,2.4,1,0.1,46,4.8,3,0.3,751,78.1,78,60,11,12,1,0,25,21,2,1,353,398
2018-19,793,Arlington Municipal School District,195,Donelson Elementary,Grades K-5,SAFE SCHOOL,854,853,406,47.6,447,52.4,36,4.2,18,2.1,117,13.7,117,13.7,24,2.8,5,0.6,54,6.3,2,0.2,651,76.3,48,69,11,13,2,3,21,33,2,0,322,329
2018-19,541,Athens City Schools,5,Athens City Middle School,Grades 6-8,SAFE SCHOOL,487,483,227,47,256,53,172,35.6,7,1.4,61,12.6,76,15.7,6,1.2,1,0.2,52,10.8,1,0.2,347,71.8,26,50,2,4,1,0,27,25,1,0,170,177
2018-19,541,Athens City Schools,10,City Park Elementary,Grades PK-2,SAFE SCHOOL,285,278,122,43.9,156,56.1,125,45,19,6.8,51,18.3,39,14,10,3.6,1,0.4,30,10.8,2,0.7,196,70.5,21,18,6,4,1,0,11,19,1,1,82,114
2018-19,541,Athens City Schools,20,Ingleside Elementary,Grades PK-2,SAFE SCHOOL,274,272,132,48.5,140,51.5,116,42.6,4,1.5,49,18,45,16.5,5,1.8,2,0.7,24,8.8,0,0,196,72.1,17,28,3,2,0,2,13,11,0,0,99,97
2018-19,541,Athens City Schools,25,North City Elementary,Grades 3-5,SAFE SCHOOL,265,271,132,48.7,139,51.3,121,44.6,3,1.1,35,12.9,31,11.4,3,1.1,2,0.7,27,10,0,0,208,76.8,19,12,2,1,2,0,11,16,0,0,98,110
2018-19,541,Athens City Schools,30,Westside Elementary,Grades 3-5,SAFE SCHOOL,271,269,129,48,140,52,89,33.1,13,4.8,30,11.2,46,17.1,11,4.1,0,0,24,8.9,1,0.4,187,69.5,26,20,6,5,0,0,12,12,1,0,84,103
2018-19,794,Bartlett Municipal School District,3,Altruria Elementary,Grades K-5,SAFE SCHOOL,825,816,399,48.9,417,51.1,155,19,25,3.1,99,12.1,114,14,31,3.8,5,0.6,58,7.1,6,0.7,602,73.8,60,54,18,13,1,4,25,33,2,4,293,309
2018-19,794,Bartlett Municipal School District,7,Appling Middle School,Grades 6-8,SAFE SCHOOL,693,700,331,47.3,369,52.7,96,13.7,7,1,92,13.1,172,24.6,19,2.7,2,0.3,44,6.3,5,0.7,458,65.4,78,94,10,9,0,2,19,25,2,3,222,236
2018-19,794,Bartlett Municipal School District,20,Bartlett Elementary School,Grades PK-5,SAFE SCHOOL,670,670,323,48.2,347,51.8,136,20.3,10,1.5,96,14.3,186,27.8,21,3.1,2,0.3,50,7.5,3,0.4,408,60.9,78,108,12,9,0,2,21,29,2,1,210,198
2018-19,794,Bartlett Municipal School District,25,Bartlett High School,Grades 9-12,SAFE SCHOOL,2713,2734,1347,49.3,1387,50.7,337,12.3,22,0.8,301,11,857,31.3,125,4.6,22,0.8,147,5.4,13,0.5,1570,57.4,398,459,68,57,11,11,74,73,6,7,790,780
2018-19,794,Bartlett Municipal School District,30,Bon Lin Elementary School,Grades K-5,SAFE SCHOOL,829,832,401,48.2,431,51.8,99,11.9,16,1.9,113,13.6,251,30.2,62,7.5,7,0.8,38,4.6,5,0.6,469,56.4,118,133,34,28,4,3,17,21,0,5,228,241
2018-19,794,Bartlett Municipal School District,33,Bon Lin Middle School,Grades 6-8,SAFE SCHOOL,758,767,369,48.1,398,51.9,91,11.9,3,0.4,103,13.4,315,41.1,35,4.6,8,1,51,6.6,7,0.9,351,45.8,155,160,17,18,5,3,26,25,1,6,165,186
2018-19,794,Bartlett Municipal School District,90,Ellendale Elementary,Grades K-5,SAFE SCHOOL,513,509,270,53,239,47,76,14.9,15,2.9,81,15.9,128,25.1,31,6.1,4,0.8,39,7.7,5,1,302,59.3,63,65,20,11,2,2,17,22,2,3,166,136
2018-19,794,Bartlett Municipal School District,95,Elmore Park Middle School,Grades 6-8,SAFE SCHOOL,819,823,385,46.8,438,53.2,172,20.9,12,1.5,128,15.6,209,25.4,28,3.4,0,0,60,7.3,8,1,518,62.9,99,110,15,13,0,0,31,29,5,3,235,283
2018-19,794,Bartlett Municipal School District,150,Oak Elementary,Grades PK-5,SAFE SCHOOL,634,635,290,45.7,345,54.3,81,12.8,9,1.4,103,16.2,92,14.5,35,5.5,1,0.2,36,5.7,4,0.6,467,73.5,47,45,17,18,1,0,18,18,1,3,206,261
2018-19,794,Bartlett Municipal School District,155,Rivercrest Elementary,Grades PK-5,SAFE SCHOOL,519,531,252,47.5,279,52.5,67,12.6,4,0.8,94,17.7,279,52.5,18,3.4,4,0.8,24,4.5,1,0.2,205,38.6,132,147,8,10,2,2,10,14,0,1,100,105
2018-19,20,Bedford County Schools,12,Cascade Elementary,Grades PK-5,SAFE SCHOOL,567,570,285,50,285,50,131,23,8,1.4,67,11.8,33,5.8,13,2.3,1,0.2,42,7.4,0,0,481,84.4,17,16,8,5,0,1,20,22,0,0,240,241
2018-19,20,Bedford County Schools,13,Cascade High School,Grades 9-12,SAFE SCHOOL,488,481,213,44.3,268,55.7,93,19.3,2,0.4,47,9.8,21,4.4,3,0.6,1,0.2,36,7.5,4,0.8,416,86.5,8,13,1,2,1,0,18,18,1,3,184,232
2018-19,20,Bedford County Schools,17,Cascade Middle School,Grades 6-8,SAFE SCHOOL,408,411,215,52.3,196,47.7,90,21.9,2,0.5,23,5.6,17,4.1,1,0.2,0,0,35,8.5,1,0.2,357,86.9,9,8,0,1,0,0,17,18,1,0,188,169
2018-19,20,Bedford County Schools,33,Community Elementary School,Grades PK-5,SAFE SCHOOL,643,646,304,47.1,342,52.9,208,32.2,14,2.2,78,12.1,30,4.6,5,0.8,0,0,62,9.6,2,0.3,547,84.7,10,20,2,3,0,0,33,29,2,0,257,290
2018-19,20,Bedford County Schools,35,Community High School,Grades 9-12,SAFE SCHOOL,529,534,261,48.9,273,51.1,127,23.8,6,1.1,58,10.9,23,4.3,2,0.4,0,0,62,11.6,3,0.6,444,83.1,11,12,2,0,0,0,30,32,0,3,218,226
2018-19,20,Bedford County Schools,37,Community Middle School,Grades 6-8,SAFE SCHOOL,430,431,211,49,220,51,135,31.3,9,2.1,44,10.2,18,4.2,4,0.9,0,0,62,14.4,3,0.7,344,79.8,9,9,1,3,0,0,32,30,1,2,168,176
2018-19,20,Bedford County Schools,15,Eakin Elementary,Grades PK-5,SAFE SCHOOL,611,616,287,46.6,329,53.4,354,57.5,150,24.4,46,7.5,130,21.1,2,0.3,0,0,260,42.2,2,0.3,222,36,61,69,0,2,0,0,126,134,0,2,100,122
2018-19,20,Bedford County Schools,40,East Side Elementary,Grades PK-5,SAFE SCHOOL,432,431,220,51,211,49,278,64.5,99,23,57,13.2,82,19,1,0.2,0,0,170,39.4,2,0.5,176,40.8,42,40,0,1,0,0,92,78,2,0,84,92
2018-19,20,Bedford County Schools,25,Harris Middle School,Grades 6-8,SAFE SCHOOL,1045,1048,503,48,545,52,534,51,82,7.8,82,7.8,218,20.8,12,1.1,3,0.3,410,39.1,4,0.4,401,38.3,111,107,7,5,1,2,198,212,3,1,183,218
2018-19,20,Bedford County Schools,39,Learning Way Elementary,Grades K-5,SAFE SCHOOL,528,531,247,46.5,284,53.5,308,58,126,23.7,67,12.6,115,21.7,7,1.3,1,0.2,199,37.5,2,0.4,207,39,58,57,6,1,1,0,90,109,1,1,91,116
2018-19,20,Bedford County Schools,53,Liberty Elementary,Grades PK-8,SAFE SCHOOL,739,748,345,46.1,403,53.9,263,35.2,19,2.5,71,9.5,24,3.2,2,0.3,1,0.1,84,11.2,2,0.3,635,84.9,9,15,2,0,1,0,37,47,0,2,296,339
2018-19,20,Bedford County Schools,20,Shelbyville Central High School,Grades 9-12,SAFE SCHOOL,1483,1506,739,49.1,767,50.9,560,37.2,107,7.1,174,11.6,255,16.9,17,1.1,0,0,497,33,8,0.5,729,48.4,130,125,5,12,0,0,255,242,5,3,344,385
2018-19,20,Bedford County Schools,75,South Side Elementary,Grades PK-5,SAFE SCHOOL,376,373,157,42.1,216,57.9,192,51.5,64,17.2,45,12.1,54,14.5,1,0.3,0,0,139,37.3,5,1.3,174,46.6,15,39,0,1,0,0,60,79,1,4,81,93
2018-19,20,Bedford County Schools,78,Thomas Magnet Elementary School,Grades K-5,SAFE SCHOOL,347,349,181,51.9,168,48.1,61,17.5,4,1.1,23,6.6,30,8.6,12,3.4,1,0.3,62,17.8,2,0.6,242,69.3,19,11,5,7,1,0,31,31,1,1,124,118
2018-19,172,Bells City School District,5,Bells Elementary,Grades PK-5,SAFE SCHOOL,367,369,194,52.6,175,47.4,116,31.4,28,7.6,41,11.1,69,18.7,0,0,0,0,78,21.1,0,0,222,60.2,33,36,0,0,0,0,46,32,0,0,115,107
2018-19,30,Benton School System,10,Big Sandy School,Grades K-12,SAFE SCHOOL,265,259,126,48.6,133,51.4,126,48.6,3,1.2,45,17.4,2,0.8,0,0,1,0.4,5,1.9,0,0,251,96.9,2,0,0,0,1,0,2,3,0,0,121,130
2018-19,30,Benton School System,15,Briarwood School,Grades 3-5,SAFE SCHOOL,415,415,199,48,216,52,188,45.3,2,0.5,84,20.2,24,5.8,7,1.7,0,0,12,2.9,0,0,372,89.6,12,12,3,4,0,0,6,6,0,0,178,194
2018-19,30,Benton School System,25,Camden Central High School,Grades 9-12,SAFE SCHOOL,565,637,310,48.7,327,51.3,208,32.7,1,0.2,106,16.6,25,3.9,3,0.5,2,0.3,12,1.9,6,0.9,589,92.5,7,18,1,2,2,0,4,8,2,4,294,295
2018-19,30,Benton School System,20,Camden Elementary,Grades PK-2,SAFE SCHOOL,397,406,192,47.3,214,52.7,196,48.3,0,0,92,22.7,34,8.4,4,1,0,0,12,3,0,0,356,87.7,18,16,2,2,0,0,8,4,0,0,164,192
2018-19,30,Benton School System,27,Camden Jr High School,Grades 6-8,SAFE SCHOOL,355,375,163,43.5,212,56.5,162,43.2,1,0.3,65,17.3,29,7.7,5,1.3,0,0,8,2.1,0,0,333,88.8,15,14,3,2,0,0,5,3,0,0,140,193
2018-19,30,Benton School System,30,Holladay Elementary,Grades K-8,SAFE SCHOOL,125,120,60,50,60,50,48,40,0,0,31,25.8,5,4.2,0,0,0,0,6,5,2,1.7,107,89.2,3,2,0,0,0,0,4,2,0,2,53,54
2018-19,40,Bledsoe County Schools,5,Bledsoe County High School,Grades 9-12,SAFE SCHOOL,510,515,231,44.9,284,55.1,199,38.6,1,0.2,109,21.2,9,1.7,1,0.2,3,0.6,31,6,5,1,466,90.5,5,4,0,1,0,3,11,20,1,4,214,252
2018-19,40,Bledsoe County Schools,6,Bledsoe County Middle School,Grades 6-8,SAFE SCHOOL,398,404,184,45.5,220,54.5,198,49,5,1.2,94,23.3,4,1,1,0.2,0,0,25,6.2,3,0.7,371,91.8,1,3,0,1,0,0,12,13,0,3,171,200
2018-19,40,Bledsoe County Schools,10,Cecil B Rigsby Elementary,Grades PK-5,SAFE SCHOOL,146,155,64,41.3,91,58.7,82,52.9,15,9.7,43,27.7,3,1.9,0,0,0,0,30,19.4,1,0.6,121,78.1,2,1,0,0,0,0,9,21,0,1,53,68
2018-19,40,Bledsoe County Schools,25,Mary V Wheeler Elementary,Grades PK-5,SAFE SCHOOL,217,208,90,43.3,118,56.7,88,42.3,1,0.5,40,19.2,2,1,0,0,0,0,9,4.3,0,0,197,94.7,1,1,0,0,0,0,3,6,0,0,86,111
2018-19,40,Bledsoe County Schools,30,Pikeville Elementary,Grades PK-5,SAFE SCHOOL,340,345,155,44.9,190,55.1,172,49.9,6,1.7,110,31.9,10,2.9,0,0,2,0.6,19,5.5,1,0.3,313,90.7,7,3,0,0,1,1,5,14,0,1,142,171
2018-19,50,Blount County Schools,22,Carpenters Elementary School,Grades PK-5,SAFE SCHOOL,499,505,260,51.5,245,48.5,94,18.6,8,1.6,58,11.5,15,3,5,1,0,0,10,2,8,1.6,467,92.5,10,5,3,2,0,0,5,5,3,5,239,228
2018-19,50,Blount County Schools,23,Carpenters Middle School,Grades 6-8,SAFE SCHOOL,632,632,305,48.3,327,51.7,115,18.2,1,0.2,67,10.6,17,2.7,5,0.8,0,0,20,3.2,3,0.5,587,92.9,10,7,5,0,0,0,8,12,2,1,280,307
